job,design,variant,half,arm,seed,seed_set,status,averaging_unit,n_units,n_rows,stratum,metric,aggregation,role,value,note,threshold_setting,cluster_unit_registered,scoring_filter,pair_subset,yardstick_reading
V5PAIR__primary,V5-PAIR,primary,selection,B3l,,deterministic,exploratory,row_pair,9121,11965,all,logsf_mae,pair_pooled,side,0.765812,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,selection,B3l,,deterministic,exploratory,row_pair,6166,11965,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.820548,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,selection,B3l,,deterministic,exploratory,extractant_system_key,5,11965,all,logsf_mae,system_macro,side,0.659124,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,selection,B3l,,deterministic,exploratory,extractant_system_key,5,11965,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.739364,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,163,3500,all,logsf_mae,unit_macro,primary,0.815352,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,140,3500,all,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.620651,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,1968,3500,all,logsf_mae,pair_pooled,side,0.685047,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,842,3500,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.593824,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,13,3500,all,logsf_mae,system_macro,side,0.81184,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,11,3500,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.556967,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,12,250,category_class=An-An,logsf_mae,unit_macro,primary,0.822896,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,11,250,category_class=An-An,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.7363,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,178,250,category_class=An-An,logsf_mae,pair_pooled,side,0.881423,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,129,250,category_class=An-An,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.55814,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,6,250,category_class=An-An,logsf_mae,system_macro,side,0.645637,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,5,250,category_class=An-An,direction_accuracy_abs_ge_0.3,system_macro,side,0.688095,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,14,190,category_class=An-Ln,logsf_mae,unit_macro,primary,1.20106,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,13,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.497353,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,112,190,category_class=An-Ln,logsf_mae,pair_pooled,side,1.17709,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,92,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.402174,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,5,190,category_class=An-Ln,logsf_mae,system_macro,side,1.07897,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,4,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.485148,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,137,3060,category_class=Ln-Ln,logsf_mae,unit_macro,primary,0.775276,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key+state_a+state_b,116,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.623502,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,1678,3060,category_class=Ln-Ln,logsf_mae,pair_pooled,side,0.631374,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,row_pair,621,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.62963,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,logsf_mae,system_macro,side,0.711791,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.612126,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,exploratory,extractant_system_key+state_a+state_b,137,3060,all,logsf_mae,unit_macro,side,0.775276,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,exploratory,extractant_system_key+state_a+state_b,116,3060,all,direction_accuracy_abs_ge_0.3,unit_macro,side,0.623502,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,exploratory,row_pair,1678,3060,all,logsf_mae,pair_pooled,side,0.631374,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,exploratory,row_pair,621,3060,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.62963,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,exploratory,extractant_system_key,5,3060,all,logsf_mae,system_macro,side,0.711791,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,confirmation,B3l,,deterministic,exploratory,extractant_system_key,5,3060,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.612126,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B3l
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,309,13063,all,logsf_mae,unit_macro,primary,0.768499,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,280,13063,all,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.670802,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,9802,13063,all,logsf_mae,pair_pooled,side,0.775868,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,6679,13063,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.809028,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,16,13063,all,logsf_mae,system_macro,side,0.828392,n_pairs=9802,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,14,13063,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.602901,n_pairs=6679; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,19,413,category_class=An-An,logsf_mae,unit_macro,primary,1.19635,n_pairs=317,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,16,413,category_class=An-An,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.502307,n_pairs=216; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,317,413,category_class=An-An,logsf_mae,pair_pooled,side,0.951475,n_pairs=317,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,216,413,category_class=An-An,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.44213,n_pairs=216; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,9,413,category_class=An-An,logsf_mae,system_macro,side,0.993498,n_pairs=317,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,7,413,category_class=An-An,direction_accuracy_abs_ge_0.3,system_macro,side,0.477902,n_pairs=216; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,17,647,category_class=An-Ln,logsf_mae,unit_macro,primary,1.00905,n_pairs=345,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,17,647,category_class=An-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.642048,n_pairs=280; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,345,647,category_class=An-Ln,logsf_mae,pair_pooled,side,0.986427,n_pairs=345,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,280,647,category_class=An-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.569643,n_pairs=280; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,6,647,category_class=An-Ln,logsf_mae,system_macro,side,0.657655,n_pairs=345,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,6,647,category_class=An-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.622472,n_pairs=280; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,268,11965,category_class=Ln-Ln,logsf_mae,unit_macro,primary,0.714265,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,242,11965,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.680604,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,9121,11965,category_class=Ln-Ln,logsf_mae,pair_pooled,side,0.760853,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,6166,11965,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.832631,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,5,11965,category_class=Ln-Ln,logsf_mae,system_macro,side,0.680866,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,5,11965,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.722459,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,5,38,category_class=other,logsf_mae,unit_macro,primary,1.23175,n_pairs=19,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key+state_a+state_b,5,38,category_class=other,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.833333,n_pairs=17; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,19,38,category_class=other,logsf_mae,pair_pooled,side,1.23046,n_pairs=19,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,row_pair,17,38,category_class=other,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.852941,n_pairs=17; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,1,38,category_class=other,logsf_mae,system_macro,side,1.23046,n_pairs=19,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,registered,extractant_system_key,1,38,category_class=other,direction_accuracy_abs_ge_0.3,system_macro,side,0.852941,n_pairs=17; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,exploratory,extractant_system_key+state_a+state_b,268,11965,all,logsf_mae,unit_macro,side,0.714265,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,exploratory,extractant_system_key+state_a+state_b,242,11965,all,direction_accuracy_abs_ge_0.3,unit_macro,side,0.680604,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,exploratory,row_pair,9121,11965,all,logsf_mae,pair_pooled,side,0.760853,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,exploratory,row_pair,6166,11965,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.832631,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,exploratory,extractant_system_key,5,11965,all,logsf_mae,system_macro,side,0.680866,n_pairs=9121,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
V5PAIR__primary,V5-PAIR,primary,selection,B4,,deterministic,exploratory,extractant_system_key,5,11965,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.722459,n_pairs=6166; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,163,3500,all,logsf_mae,unit_macro,primary,0.937476,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,140,3500,all,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.562181,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,1968,3500,all,logsf_mae,pair_pooled,side,0.980154,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,842,3500,all,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.558195,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,13,3500,all,logsf_mae,system_macro,side,0.744415,n_pairs=1968,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,11,3500,all,direction_accuracy_abs_ge_0.3,system_macro,side,0.56246,n_pairs=842; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,12,250,category_class=An-An,logsf_mae,unit_macro,primary,1.00199,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,11,250,category_class=An-An,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.688375,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,178,250,category_class=An-An,logsf_mae,pair_pooled,side,1.19809,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,129,250,category_class=An-An,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.717054,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,6,250,category_class=An-An,logsf_mae,system_macro,side,0.897901,n_pairs=178,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,5,250,category_class=An-An,direction_accuracy_abs_ge_0.3,system_macro,side,0.577359,n_pairs=129; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,14,190,category_class=An-Ln,logsf_mae,unit_macro,primary,1.38029,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,13,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.535815,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,112,190,category_class=An-Ln,logsf_mae,pair_pooled,side,1.05379,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,92,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.413043,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,5,190,category_class=An-Ln,logsf_mae,system_macro,side,0.76259,n_pairs=112,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,4,190,category_class=An-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.465356,n_pairs=92; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,137,3060,category_class=Ln-Ln,logsf_mae,unit_macro,primary,0.886574,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key+state_a+state_b,116,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,unit_macro,primary,0.553169,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,1678,3060,category_class=Ln-Ln,logsf_mae,pair_pooled,side,0.95212,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,row_pair,621,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,pair_pooled,side,0.546699,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,logsf_mae,system_macro,side,0.811864,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,registered,extractant_system_key,5,3060,category_class=Ln-Ln,direction_accuracy_abs_ge_0.3,system_macro,side,0.572209,n_pairs=621; n_undefined=0,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,all_pairs,B4
V5PAIR__primary,V5-PAIR,primary,confirmation,B4,,deterministic,exploratory,extractant_system_key+state_a+state_b,137,3060,all,logsf_mae,unit_macro,side,0.886574,n_pairs=1678,k10_p1_m3_pairs3,extractant_system_key; publication group of the cell pair's majority rows,none,Ln-Ln_only,B4
