extractant_system_key,system_label,system_family,mechanism,brief_expert,n_organic_extractants,n_model_rows,n_model_rows_known_state,n_metal_states,n_metal_states_ge5_rows,n_elements_any_state,n_ln_iii_states,n_actinide_rows,n_lanthanide_rows,n_publications,n_publication_groups_primary_source_doi,n_acids,acids,measured_in_one_publication_only,metal_states,has_name_structure_conflict,n_model_rows_acidic_coextractant_modifier,n_rows_other_systems_sharing_a_component,n_rows_other_systems_sharing_a_parent_structure,v3_eligible__rows20_states3_members1,v3_eligible__rows20_states3_members2,v3_eligible__rows20_states3_members3,v3_eligible__rows20_states5_members1,v3_eligible__rows20_states5_members2,v3_eligible__rows20_states5_members3,v3_eligible__rows50_states3_members1,v3_eligible__rows50_states3_members2,v3_eligible__rows50_states3_members3,v3_eligible__rows50_states5_members1,v3_eligible__rows50_states5_members2,v3_eligible__rows50_states5_members3,v3_eligible__rows100_states3_members1,v3_eligible__rows100_states3_members2,v3_eligible__rows100_states3_members3,v3_eligible__rows100_states5_members1,v3_eligible__rows100_states5_members2,v3_eligible__rows100_states5_members3,n_rows_known_state,n_condition_keys,n_condition_keys_with_ge2_metal_states,fraction_rows_in_shared_condition_groups,n_state_condition_keys_with_ge2_publications,n_condition_keys_nm,n_condition_keys_with_ge2_metal_states_nm,fraction_rows_in_shared_condition_groups_nm,n_state_condition_keys_with_ge2_publications_nm
CCCCCCCCN(CCC(C)CC(C)(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCC(C)CC(C)(C)C,DODHtDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,DPDODGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,DODDbDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,2,1,0.928571,0,2,1,0.928571,0
CCCCCCCCN(CCCCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CCCCC(C)CCCC(C)C,DODDmDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|Cc1cc(Br)ccc1NC(=O)CCl,T8-PHEN-CAM|Br-Cosan,metallacarborane_anion+pyridine_carboxamide,SYNERGISTIC,E5_synergistic,2,14,14,2,2,2,1,7,7,1,1,1,HNO3,True,Eu(III)|Am(III),True,0,63,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,7,7,1,0,7,7,1,0
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,N-(3-7-dimethyloct-6-enyl)-2-[2-[3-7-dimethyloct-6-enyl(hexyl)amino]-2-oxoethoxy]-N-hexylacetamide,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,N-(3-7-dimethyloctyl)-2-[2-[3-7-dimethyloctyl(hexyl)amino]-2-oxoethoxy]-N-hexylacetamide,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,DHpyrDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,1,1,1,1,0,14,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,N-ethyl-6-[6-[ethyl-(4-hexylphenyl)carbamoyl]-2-pyridinyl]-N-(4-hexylphenyl)pyridine-2-carboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,2-N-2-N-9-N-9-N-tetrabutyl-1-10-phenanthroline-2-9-dicarboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,3-[6-(5-6-dipropyl-1-2-4-triazin-3-yl)-2-pyridinyl]-5-6-dipropyl-1-2-4-triazine,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,N-(3-5-dimethylphenyl)-6-[6-[(3-5-dimethylphenyl)-ethylcarbamoyl]-2-pyridinyl]-N-ethylpyridine-2-carboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,N-(2-5-dimethylphenyl)-6-[6-[(2-5-dimethylphenyl)-ethylcarbamoyl]-2-pyridinyl]-N-ethylpyridine-2-carboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,N-(2-4-dimethylphenyl)-6-[6-[(2-4-dimethylphenyl)-ethylcarbamoyl]-2-pyridinyl]-N-ethylpyridine-2-carboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,N-ethyl-6-[6-[ethyl(phenyl)carbamoyl]-2-pyridinyl]-N-phenylpyridine-2-carboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,2-N-6-N-diethyl-2-N-6-N-bis(4-methylphenyl)pyridine-2-6-dicarboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,2-N-6-N-diethyl-2-N-6-N-bis(3-methylphenyl)pyridine-2-6-dicarboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,2-N-6-N-diethyl-2-N-6-N-bis(2-methylphenyl)pyridine-2-6-dicarboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,2-N-9-N-diethyl-2-N-9-N-bis(4-ethylphenyl)-1-10-phenanthroline-2-9-dicarboxamide,pyridine_carboxamide,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,N-N-dimethyl-N-N-diphenylpropanediamide,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HNO3,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,TEtOMeDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,3-Me-N-DPP,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,14,14,2,2,2,1,7,7,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,7,7,1,0,7,7,1,0
O=C(COCC(=O)N1CCCCC1)N1CCCCC1,DPiperidineDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,14,14,14,0,14,14,0,14,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Tm(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,14,1,1,1,0,1,1,1,0
CCCCCCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCCCCCC,DODDdDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,13,13,13,0,13,13,0,13,1,1,1,HCl,True,La(III)|Ce(III)|Pr(III)|Nd(III)|Sm(III)|Eu(III)|Gd(III)|Tb(III)|Dy(III)|Ho(III)|Er(III)|Yb(III)|Lu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,1,1,1,0,1,1,1,0
O=C(O)CSCC(=O)O,TDGA,carboxylic_acid,UNKNOWN,none_unknown,1,13,13,2,2,2,0,0,0,1,1,1,HNO3,True,Tc(VII)|Pd(II),True,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13,13,0,0,0,13,0,0,0
CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,CyMe4-BTPhen,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5cccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)n5)n4)n3)nnc21|CCCCC(Br)C(=O)O,CyMe4-BTTP|2-bromohexanoic acid,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,46,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CC1(C)CCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5ccccn5)n4)n3)nnc21|CCCCCCCCC(Br)C(=O)O,CyMe4-hemi-BTBP|2-bromodecanoic acid,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,22,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCCCCCCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,DMDBTDMA,malonamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,0,12,0,1,1,1,HNO3,True,U(IV)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,9,3,0.5,0,9,3,0.5,0
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,N-DP(DOM)P,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,12,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1|c1cc(-n2cccn2)nc(-n2cccn2)c1,N-DP(DOM)P|N-DPP,carboxylic_acid+n_heterocyclic,SYNERGISTIC,E5_synergistic,2,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,30,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCN(CCCCCCCC)C(=O)C(C)C,DOiBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,0,12,0,1,1,1,HNO3,True,U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,TWE-36,amide_phosphoryl_hybrid,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,TWE-35,amide_phosphoryl_hybrid,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,DOpipDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,1,1,1,1,0,12,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,DOmorDGA,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,1,1,1,1,0,12,1,1,1,HNO3,True,Eu(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,TWE-34,amide_phosphoryl_hybrid,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,TWE-33,amide_phosphoryl_hybrid,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCN(CCCC)C(=O)C(C)(C)C,DBPVA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,6,1,4,0,12,0,1,1,1,HNO3,True,Th(IV)|U(VI)|Np(IV)|Np(VI)|Pu(IV)|Pu(VI),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,7,2,0.583333,0,7,2,0.583333,0
CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,TWE-29,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,TWE-24,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,TWE-27,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,TWE-23,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCOP(=S)(COCP(=S)(OCC)OCC)OCC,TWE-28,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,3-5-diMe-N-DPP,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,3-5-diMe-N-DPPz,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
O=C(c1ccccc1)c1ccc2ccccc2n1,2PQM,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,TWE-30,sulfur_donor_other,NEUTRAL_SOLVATING,E2_neutral_solvating,1,12,12,2,2,2,1,6,6,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12,6,6,1,0,6,6,1,0
CCCCCCCCCCCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,DEHDoDA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,11,11,1,1,1,0,11,0,1,1,1,HNO3,True,U(VI),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
CCCCCCCCCCN(CCCCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCCCC)CCCCCCCCCC,Et-Me-TDDGA-Anti,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,11,11,2,2,2,0,11,0,1,1,1,HNO3,True,Pu(IV)|Am(III),False,0,0,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,11,0,0,0,11,0,0,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,p-TODGA-Anti,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,11,11,2,2,2,0,11,0,1,1,1,HNO3,True,Pu(IV)|Am(III),False,0,0,52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,11,0,0,0,11,0,0,0
CC1(C)OC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)OC6(C)C)n4)n3)nnc21,Cy5-O-Me4-BTBP,n_heterocyclic,SOFT_N_DONOR,E2_neutral_solvating,1,10,10,2,2,2,1,5,5,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,5,5,1,0,5,5,1,0
CCCCCCCCN(CCCCCCCC)C(=O)C1CCC(C(=O)N(CCCCCCCC)CCCCCCCC)O1,LLL14,diglycolamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,10,10,2,2,2,1,5,5,1,1,1,HNO3,True,Eu(III)|Am(III),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,7,3,0.6,0,7,3,0.6,0
CCCCCCCCN(CCCCCCCC)C(=O)CCC,DOBA,monoamide,NEUTRAL_SOLVATING,E2_neutral_solvating,1,10,10,2,2,2,0,10,0,1,1,1,HNO3,True,U(VI)|Pu(IV),False,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10,6,4,0.8,0,6,4,0.8,0
