arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,unit_reading,unit
B3i,selection,,,56,0.839858,0.790718,0.889223,-0.839858,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B3i,selection,,,14,1.0637,2.36289,1.53717,0.766427,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B3i,selection,,,55,0.788725,0.903195,0.950366,-0.287469,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B3i,selection,,,152,0.674757,0.926071,0.962326,0.352152,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B3i,selection,,,114,0.546561,0.569631,0.754739,0.229689,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B3i,selection,,,206,0.53879,0.64878,0.805469,0.234812,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B3i,selection,,,13,0.321061,0.123232,0.351044,-0.316749,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B3i,selection,,,192,1.65536,3.39669,1.84301,-1.29484,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B3i,selection,,,3,1.43539,3.12566,1.76795,-0.636061,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B3i,selection,,,11,0.68808,0.687146,0.828943,-0.62774,exploratory: publication group (the as-run pre-seal V1 reading),pub_5df1eef2f5
B3i,selection,,,16,0.238087,0.0882515,0.297072,-0.125916,exploratory: publication group (the as-run pre-seal V1 reading),pub_650a2d0d03
B3i,selection,,,1,2.97458,8.8481,2.97458,2.97458,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B3i,selection,,,87,1.58396,4.00578,2.00145,-0.121259,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B3i,selection,,,2,1.09162,1.25998,1.12249,1.09162,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B3i,selection,,,11,2.26787,5.37514,2.31843,-2.26787,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B3i,selection,,,26,1.93905,3.94835,1.98705,0.200307,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B3i,selection,,,1,2.009,4.03609,2.009,2.009,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B3i,selection,,,16,0.992615,1.16257,1.07823,-0.992615,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B3i,selection,,,120,1.41667,2.46585,1.5703,-0.344431,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B3i,selection,,,3,0.462768,0.25774,0.507681,-0.462768,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B3i,selection,,,47,1.1023,1.64186,1.28135,0.182537,exploratory: publication group (the as-run pre-seal V1 reading),pub_8a081dc888
B3i,selection,,,63,0.693725,0.56459,0.751392,-0.194733,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B3i,selection,,,27,0.515893,0.44408,0.666393,0.381667,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B3i,selection,,,108,1.02698,1.57359,1.25443,-0.147992,exploratory: publication group (the as-run pre-seal V1 reading),pub_92fd5bea1e
B3i,selection,,,12,0.254,0.0782428,0.279719,0.0503488,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B3i,selection,,,21,0.813804,1.01431,1.00713,0.679148,exploratory: publication group (the as-run pre-seal V1 reading),pub_97510df3a0
B3i,selection,,,40,0.529734,0.783466,0.885136,-0.208736,exploratory: publication group (the as-run pre-seal V1 reading),pub_a470dfb784
B3i,selection,,,50,1.13572,2.15955,1.46954,0.327468,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B3i,selection,,,133,1.43518,3.47565,1.86431,-0.145866,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B3i,selection,,,14,1.65053,3.24213,1.80059,-1.05433,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B3i,selection,,,228,2.11546,5.68318,2.38394,2.07108,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B3i,selection,,,35,1.16611,2.54518,1.59536,1.13246,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B3i,selection,,,16,0.492099,0.883359,0.939872,0.30062,exploratory: publication group (the as-run pre-seal V1 reading),pub_b4273fb42a
B3i,selection,,,14,0.602811,0.456822,0.675886,0.602811,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B3i,selection,,,208,0.992714,1.40556,1.18557,0.941997,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B3i,selection,,,14,0.275621,0.163241,0.404031,0.0340051,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B3i,selection,,,4,1.93809,3.75737,1.93839,-1.93809,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B3i,selection,,,31,0.313356,0.171301,0.413885,-0.0796684,exploratory: publication group (the as-run pre-seal V1 reading),pub_c929bc0daa
B3i,selection,,,94,0.390338,0.738776,0.859521,0.106533,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B3i,selection,,,15,0.816334,1.30992,1.14452,-0.0843299,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B3i,selection,,,3,0.422533,0.214805,0.46347,-0.422533,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B3i,selection,,,1096,1.688,4.48839,2.11858,-0.14976,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B3i,selection,,,36,1.27255,3.60883,1.89969,-0.786686,exploratory: publication group (the as-run pre-seal V1 reading),pub_f5d1922154
B3i,selection,,,5,1.62103,2.63087,1.622,-1.62103,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B3i,selection,,,3,0.168348,0.0353811,0.188099,-0.168348,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B3i,confirmation,,pub_007f4c9de0,35,0.402593,0.265408,0.515178,-0.251004,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_04794d6d09,642,0.978541,1.61057,1.26908,-0.138355,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_0c3788daa5,33,0.368232,0.241602,0.49153,-0.224917,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_0fd6ab4e40,29,0.7045,0.603059,0.776569,0.7045,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_10aec04d23,67,0.506899,0.531633,0.729131,-0.0994191,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1605e436d7,154,1.59799,3.34818,1.8298,-1.3311,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1927dff570,20,2.009,4.18662,2.04612,-2.009,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1b7737c507,261,0.737208,1.12276,1.0596,-0.0754466,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1c1b558856,72,1.82956,4.29229,2.07178,-1.82063,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1d18e32c4e,101,0.827294,1.2912,1.13631,0.367879,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1e6fec5c25,22,0.861683,1.15911,1.07662,0.422459,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_23f10a0918,269,1.19921,1.91628,1.3843,-0.925696,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_3e0f6bb1b5,28,1.07714,2.04475,1.42995,-0.716144,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_40c355ae86,24,0.967347,1.18107,1.08677,-0.771782,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_457a2adba4,28,0.399043,0.244949,0.494923,-0.0656863,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_4f42448406,81,0.747595,0.967716,0.983726,0.124519,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_515c63b970,90,1.3018,1.89029,1.37488,-1.29119,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_51c0693f9c,116,1.30551,2.90199,1.70352,1.08654,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_51ddfefa0c,96,1.57975,7.31392,2.70443,1.44051,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_56338b6e47,192,1.69428,4.10892,2.02705,1.42675,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_58ab6ca575,55,0.429952,0.336785,0.580332,0.314237,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_5a68dc5665,874,1.42685,3.12385,1.76744,0.417857,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_63013e43b6,48,1.09623,1.79647,1.34032,0.594499,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_691fc07992,75,1.33607,2.68481,1.63854,-0.925519,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_6a0ef8528c,164,1.9918,4.60307,2.14548,1.9918,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_86cd2c5ec0,36,1.20036,2.89755,1.70222,0.322725,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_9a95bb9836,110,0.65245,0.699672,0.836464,0.0757136,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_a49146c8fd,51,1.48315,3.50408,1.87192,-1.48315,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_a671b3a07d,140,0.860416,1.52093,1.23326,-0.386232,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_aed382b25f,36,1.01553,1.96111,1.4004,0.11614,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_b048b54fa9,93,0.771662,1.37697,1.17344,0.186118,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_b62729e38f,53,0.829791,1.29651,1.13864,-0.467772,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_b9dfc468cd,136,1.26867,2.52759,1.58984,0.628843,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_bdb1564c49,134,0.904362,1.21965,1.10438,-0.709384,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_bef16e560c,48,0.576497,0.723956,0.850856,0.0426389,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_c8195b4ca7,216,1.43543,2.56105,1.60033,-1.39035,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_ca616a18dd,28,1.23692,1.66442,1.29012,1.23692,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_ca7dd9b99d,303,0.926593,1.52426,1.23461,0.413605,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_cd72e4a7bb,135,0.872061,1.14902,1.07192,-0.337745,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_d59c40b453,37,0.808616,1.28631,1.13415,-0.380887,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_dfa96a5118,42,1.0831,1.4194,1.19139,-0.465585,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_e4bbba9576,89,0.89847,1.45929,1.20801,-0.418054,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_e4dd361427,10,1.38303,2.44509,1.56368,0.891669,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_e9799b75f3,56,0.926699,1.01706,1.00849,-0.926699,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,,35,0.402593,0.265408,0.515178,-0.251004,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B3i,confirmation,,,642,0.978541,1.61057,1.26908,-0.138355,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B3i,confirmation,,,33,0.368232,0.241602,0.49153,-0.224917,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B3i,confirmation,,,29,0.7045,0.603059,0.776569,0.7045,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B3i,confirmation,,,67,0.506899,0.531633,0.729131,-0.0994191,exploratory: publication group (the as-run pre-seal V1 reading),pub_10aec04d23
B3i,confirmation,,,154,1.59799,3.34818,1.8298,-1.3311,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B3i,confirmation,,,20,2.009,4.18662,2.04612,-2.009,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B3i,confirmation,,,261,0.737208,1.12276,1.0596,-0.0754466,exploratory: publication group (the as-run pre-seal V1 reading),pub_1b7737c507
B3i,confirmation,,,72,1.82956,4.29229,2.07178,-1.82063,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B3i,confirmation,,,101,0.827294,1.2912,1.13631,0.367879,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B3i,confirmation,,,22,0.861683,1.15911,1.07662,0.422459,exploratory: publication group (the as-run pre-seal V1 reading),pub_1e6fec5c25
B3i,confirmation,,,269,1.19921,1.91628,1.3843,-0.925696,exploratory: publication group (the as-run pre-seal V1 reading),pub_23f10a0918
B3i,confirmation,,,28,1.07714,2.04475,1.42995,-0.716144,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B3i,confirmation,,,24,0.967347,1.18107,1.08677,-0.771782,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B3i,confirmation,,,28,0.399043,0.244949,0.494923,-0.0656863,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B3i,confirmation,,,81,0.747595,0.967716,0.983726,0.124519,exploratory: publication group (the as-run pre-seal V1 reading),pub_4f42448406
B3i,confirmation,,,90,1.3018,1.89029,1.37488,-1.29119,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B3i,confirmation,,,116,1.30551,2.90199,1.70352,1.08654,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B3i,confirmation,,,96,1.57975,7.31392,2.70443,1.44051,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B3i,confirmation,,,192,1.69428,4.10892,2.02705,1.42675,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B3i,confirmation,,,55,0.429952,0.336785,0.580332,0.314237,exploratory: publication group (the as-run pre-seal V1 reading),pub_58ab6ca575
B3i,confirmation,,,874,1.42685,3.12385,1.76744,0.417857,exploratory: publication group (the as-run pre-seal V1 reading),pub_5a68dc5665
B3i,confirmation,,,48,1.09623,1.79647,1.34032,0.594499,exploratory: publication group (the as-run pre-seal V1 reading),pub_63013e43b6
B3i,confirmation,,,75,1.33607,2.68481,1.63854,-0.925519,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B3i,confirmation,,,164,1.9918,4.60307,2.14548,1.9918,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B3i,confirmation,,,36,1.20036,2.89755,1.70222,0.322725,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B3i,confirmation,,,110,0.65245,0.699672,0.836464,0.0757136,exploratory: publication group (the as-run pre-seal V1 reading),pub_9a95bb9836
B3i,confirmation,,,51,1.48315,3.50408,1.87192,-1.48315,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B3i,confirmation,,,140,0.860416,1.52093,1.23326,-0.386232,exploratory: publication group (the as-run pre-seal V1 reading),pub_a671b3a07d
B3i,confirmation,,,36,1.01553,1.96111,1.4004,0.11614,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B3i,confirmation,,,93,0.771662,1.37697,1.17344,0.186118,exploratory: publication group (the as-run pre-seal V1 reading),pub_b048b54fa9
B3i,confirmation,,,53,0.829791,1.29651,1.13864,-0.467772,exploratory: publication group (the as-run pre-seal V1 reading),pub_b62729e38f
B3i,confirmation,,,136,1.26867,2.52759,1.58984,0.628843,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B3i,confirmation,,,134,0.904362,1.21965,1.10438,-0.709384,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B3i,confirmation,,,48,0.576497,0.723956,0.850856,0.0426389,exploratory: publication group (the as-run pre-seal V1 reading),pub_bef16e560c
B3i,confirmation,,,216,1.43543,2.56105,1.60033,-1.39035,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B3i,confirmation,,,28,1.23692,1.66442,1.29012,1.23692,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B3i,confirmation,,,303,0.926593,1.52426,1.23461,0.413605,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca7dd9b99d
B3i,confirmation,,,135,0.872061,1.14902,1.07192,-0.337745,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B3i,confirmation,,,37,0.808616,1.28631,1.13415,-0.380887,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B3i,confirmation,,,42,1.0831,1.4194,1.19139,-0.465585,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B3i,confirmation,,,89,0.89847,1.45929,1.20801,-0.418054,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B3i,confirmation,,,10,1.38303,2.44509,1.56368,0.891669,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B3i,confirmation,,,56,0.926699,1.01706,1.00849,-0.926699,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B3l,selection,,REMAINDER,232,1.32051,2.92697,1.71084,-0.753568,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0884e38fbe,155,1.08541,1.58348,1.25836,-0.3672,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0a8da089ad,132,0.954336,1.4347,1.19779,0.270494,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0af6736cb1,258,0.923197,1.59385,1.26248,0.085022,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0d412f4721,20,1.33072,2.82884,1.68192,-1.17019,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0ddbd861aa,91,0.429012,0.389728,0.624282,0.337319,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_19783c039b,204,1.22313,2.30677,1.51881,-0.698385,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_1bd76c48d9,54,1.02659,1.54784,1.24412,-0.658161,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_22a136e9b9,24,1.63458,5.67078,2.38134,0.967468,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_2319535dff,141,2.39102,6.45593,2.54085,-2.35364,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_2c76a46f18,71,0.727583,1.50194,1.22554,0.218189,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_2e9f2dbea9,76,0.420319,0.606041,0.778486,0.143724,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_37086f6378,532,1.26599,2.65697,1.63002,0.62172,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_3f3b6220e0,56,0.170889,0.0503636,0.224418,0.0391633,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_44555064e1,55,0.606414,0.615004,0.784222,0.0547683,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_45b8fb22e7,152,0.513882,0.574436,0.757916,0.187704,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_4a1871d85d,114,0.546561,0.569631,0.754739,0.229689,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_4cba27f5f3,206,0.728407,1.47153,1.21307,0.424429,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_5472c4b438,192,1.69869,4.4765,2.11577,-1.523,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_6b0ea2ccc9,87,1.57905,4.00121,2.0003,-0.0993568,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_74428aeab2,26,2.05695,4.56282,2.13607,0.318211,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_8415538291,120,1.30531,2.4809,1.57509,0.0686521,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_8a081dc888,47,0.944456,1.47785,1.21567,0.86761,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_8dafaf94bc,63,0.394896,0.197408,0.444306,-0.332881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_917a4583d4,27,0.515893,0.44408,0.666393,0.381667,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_92fd5bea1e,108,0.87835,1.31673,1.14749,0.302674,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_97510df3a0,21,0.813804,1.01431,1.00713,0.679148,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_a470dfb784,40,0.529734,0.783466,0.885136,-0.208736,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_a9266a9412,50,1.13572,2.15955,1.46954,0.327468,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_ad5a7268e5,133,1.43518,3.47565,1.86431,-0.145866,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b0b3296ec5,228,2.11546,5.68318,2.38394,2.07108,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b155314682,35,1.10471,2.42333,1.5567,1.02884,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b4273fb42a,16,0.931179,2.97486,1.72478,0.739701,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b92b9c1ebe,208,1.10721,1.83215,1.35357,-0.0624112,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_c929bc0daa,31,0.313356,0.171301,0.413885,-0.0796684,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_cdc2243314,94,0.433973,0.797099,0.892804,0.176793,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_d3c970567f,15,0.816334,1.30992,1.14452,-0.0843299,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_e287124c22,1096,1.88306,5.64745,2.37644,-0.0252229,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_f5d1922154,36,1.27255,3.60883,1.89969,-0.786686,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,,12,2.2441,7.20132,2.68353,-2.04535,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B3l,selection,,,155,1.08541,1.58348,1.25836,-0.3672,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B3l,selection,,,132,0.954336,1.4347,1.19779,0.270494,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B3l,selection,,,258,0.923197,1.59385,1.26248,0.085022,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B3l,selection,,,20,1.33072,2.82884,1.68192,-1.17019,exploratory: publication group (the as-run pre-seal V1 reading),pub_0d412f4721
B3l,selection,,,91,0.429012,0.389728,0.624282,0.337319,exploratory: publication group (the as-run pre-seal V1 reading),pub_0ddbd861aa
B3l,selection,,,3,1.96834,4.34905,2.08544,1.96834,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B3l,selection,,,7,1.65695,3.62086,1.90286,1.61183,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B3l,selection,,,4,3.44834,11.9115,3.45131,-3.44834,exploratory: publication group (the as-run pre-seal V1 reading),pub_13adc25944
B3l,selection,,,16,1.24668,2.83604,1.68405,-0.645768,exploratory: publication group (the as-run pre-seal V1 reading),pub_1739bfaf95
B3l,selection,,,14,2.00667,4.89692,2.2129,-2.00667,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
