symbol,oxidation_state,metal_state_label,category_state_key,row_origin,in_archive,state_plausible,hsab_class_basis,Z,Z_source,name,name_source,period,period_source,group,group_source,block,block_source,category,category_source,series,series_source,series_index,series_index_source,oxidation_state_source,formal_charge,formal_charge_source,species_form,species_form_source,species_charge,species_charge_source,effective_charge,effective_charge_source,f_electron_count,f_electron_count_source,d_electron_count,d_electron_count_source,electron_configuration,electron_configuration_source,radius_cn6_A,radius_cn6_A_source,radius_cn8_A,radius_cn8_A_source,radius_cn9_A,radius_cn9_A_source,electronegativity_pauling,electronegativity_pauling_source,hsab_class,hsab_class_source,polarizability_atom_au,polarizability_atom_au_source
Gd,,,,archive,True,,,64,definition: IUPAC atomic number,gadolinium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",7,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.2,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Gd,3,Gd(III),lanthanide(III),archive+ln3_series,True,True,explicit,64,definition: IUPAC atomic number,gadolinium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",7,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",7,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f7,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.938,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.053,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.107,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.2,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Tb,,,,archive,True,,,65,definition: IUPAC atomic number,terbium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",8,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: not in Allred (1961); secondary tables give a one-significant-figure estimate (1.1, also seen as 1.2) that breaks the Gd 1.20 -> Dy 1.22 trend; not certain",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Tb,3,Tb(III),lanthanide(III),archive+ln3_series,True,True,explicit,65,definition: IUPAC atomic number,terbium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",8,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",8,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f8,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.923,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.04,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.095,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",,"NA_REASON: not in Allred (1961); secondary tables give a one-significant-figure estimate (1.1, also seen as 1.2) that breaks the Gd 1.20 -> Dy 1.22 trend; not certain",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Dy,,,,archive,True,,,66,definition: IUPAC atomic number,dysprosium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",9,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.22,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Dy,3,Dy(III),lanthanide(III),archive+ln3_series,True,True,explicit,66,definition: IUPAC atomic number,dysprosium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",9,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",9,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f9,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.912,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.027,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.083,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.22,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Ho,,,,archive,True,,,67,definition: IUPAC atomic number,holmium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",10,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.23,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Ho,3,Ho(III),lanthanide(III),archive+ln3_series,True,True,explicit,67,definition: IUPAC atomic number,holmium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",10,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",10,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f10,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.901,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.015,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.072,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.23,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Er,,,,archive,True,,,68,definition: IUPAC atomic number,erbium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",11,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.24,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Er,3,Er(III),lanthanide(III),archive+ln3_series,True,True,explicit,68,definition: IUPAC atomic number,erbium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",11,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",11,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f11,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.89,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",1.004,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.062,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.24,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Tm,,,,archive,True,,,69,definition: IUPAC atomic number,thulium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",12,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),NA_REASON: archive did not record an oxidation state for these rows,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,1.25,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",,NA_REASON: oxidation state not recorded; ion-level descriptor undefined,,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
Tm,3,Tm(III),lanthanide(III),archive+ln3_series,True,True,explicit,69,definition: IUPAC atomic number,thulium,definition: IUPAC English element name,6,definition: IUPAC periodic table row,,NA_REASON: f-block element; group left NA by gen19 convention,f,definition: Aufbau block; La/Lu/Ac labelled f as series members (convention of gen11 metalrep.PERIODIC_TABLE),lanthanide,"gen19 convention = dataset_all_metals/scripts/sae_chem.py metal_category (Y, Sc rare_earth_non_lanthanide; Cd post_transition_metal)",Ln,"definition: Ln = La-Lu (Z 57-71), An = Ac-Lr (Z 89-103), else none",12,definition: Ln Z-57 (La=0..Lu=14); An Z-89 (Ac=0..Cf=9),archive: dataset_all_metals master_clean metal_oxidation_state,3,definition: formal ionic charge = oxidation state,free_ion,definition: formal bare cation M(z+),3,definition: charge of the bare cation = oxidation state,3,"definition on the Choppin electrostatic scale: bare cation Z_eff = z (Choppin & Rao, Radiochim. Acta 37 (1984) 143-146, doi:10.1524/ract.1984.37.3.143 (NpO2+ 2.2, UO2 2+ 3.2; as quoted in OSTI 1366418))",12,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",[Xe] 4f12,"definition (ionic model): noble-gas core + (n-2)f/(n-1)d occupancy from Z and oxidation state; f = Z-54-z (Ln), Z-86-z (An); d = group-z (d-block)",0.88,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VI",0.994,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=VIII",1.052,"Shannon, R. D. Acta Cryst. A32 (1976) 751-767, Table 1, effective ionic radius (IR), CN=IX",1.25,"Pauling scale; Allred, J. Inorg. Nucl. Chem. 17 (1961) 215 and Huheey, Keiter & Keiter, Inorganic Chemistry 4th ed. (1993), as quoted by WebElements; transcribed from Wikipedia 'Electronegativities of the elements (data page)', accessed 2026-09-14",hard,"Pearson, J. Am. Chem. Soc. 85 (1963) 3533, hard/borderline/soft acid table as reproduced in Wikipedia 'HSAB theory' (accessed 2026-09-14) ('lanthanides Ln3+')",,"NA_REASON: Schwerdtfeger & Nagle, Mol. Phys. 117 (2019) 1200, doi:10.1080/00268976.2018.1535143 (2018 table) could not be opened during this build (tandfonline/ingentaconnect HTTP 403; ctcp.massey.ac.nz and github.com unresolvable from the build host); values are not transcribed from memory"
